MovieID,year,name,budget,company,country,director,genre,gross,rating,released,runtime,score,star,votes,writer
167.0,2004,The Chorus,0.0,Vega Film,France,Christophe Barratier,Drama,3635164.0,PG-13,2005-03-11,97,7.9,Gérard Jugnot,47812,Georges Chaperot
175.0,1992,Reservoir Dogs,1200000.0,Live Entertainment,USA,Quentin Tarantino,Crime,2832029.0,R,1992-09-02,99,8.3,Harvey Keitel,735396,Quentin Tarantino
187.0,2002,Death to Smoochy,55000000.0,Warner Bros.,UK,Danny DeVito,Comedy,8355815.0,R,2002-03-29,109,6.4,Robin Williams,35823,Adam Resnick
197.0,2004,Taking Lives,45000000.0,Warner Bros.,USA,D.J. Caruso,Crime,32682342.0,R,2004-03-19,103,6.2,Angelina Jolie,69195,Michael Pye
232.0,1989,Gross Anatomy,0.0,Hill/Rosenman,USA,Thom Eberhardt,Drama,11604598.0,PG-13,1989-10-20,100,6.1,Matthew Modine,3204,Mark Spragg
247.0,1994,Oleanna,0.0,Bay Kinescope,UK,David Mamet,Drama,124693.0,NOT RATED,1994-11-04,89,6.7,William H. Macy,2499,David Mamet
252.0,2002,Stuart Little 2,120000000.0,Columbia Pictures Corporation,USA,Rob Minkoff,Animation,64956806.0,PG,2002-07-19,77,5.4,Michael J. Fox,40457,E.B. White
269.0,1989,Parenthood,31000000.0,Imagine Entertainment,USA,Ron Howard,Comedy,100047830.0,PG-13,1989-08-02,124,7.0,Steve Martin,37913,Lowell Ganz
273.0,2004,Taxi,25000000.0,Twentieth Century Fox Film Corporation,USA,Tim Story,Action,36611066.0,PG-13,2004-10-06,97,4.4,Queen Latifah,35086,Luc Besson
275.0,2002,Evelyn,10000000.0,First Look International,Germany,Bruce Beresford,Drama,1483975.0,PG,2002-12-25,94,7.0,Pierce Brosnan,5611,Paul Pender
285.0,1997,The Devil's Own,86000000.0,Columbia Pictures Corporation,USA,Alan J. Pakula,Action,42868348.0,R,1997-03-26,111,6.1,Harrison Ford,49303,Kevin Jarre
289.0,1998,The Avengers,60000000.0,Warner Bros.,USA,Jeremiah S. Chechik,Action,23322832.0,PG-13,1998-08-14,89,3.7,Ralph Fiennes,36811,Sydney Newman
295.0,1995,Ace Ventura: When Nature Calls,30000000.0,Morgan Creek Productions,USA,Steve Oedekerk,Adventure,108385533.0,PG-13,1995-11-10,90,6.3,Jim Carrey,172305,Jack Bernstein
299.0,2001,Bridget Jones's Diary,25000000.0,Miramax,UK,Sharon Maguire,Comedy,71543427.0,R,2001-04-13,97,6.7,Renée Zellweger,188905,Helen Fielding
305.0,1996,Jack,45000000.0,American Zoetrope,USA,Francis Ford Coppola,Comedy,58620973.0,PG-13,1996-08-09,113,5.8,Robin Williams,49346,James DeMonaco
311.0,1994,Ed Wood,18000000.0,Touchstone Pictures,USA,Tim Burton,Biography,5887457.0,R,1994-10-07,127,7.9,Johnny Depp,149166,Rudolph Grey
312.0,2000,High Fidelity,30000000.0,Touchstone Pictures,UK,Stephen Frears,Comedy,27277055.0,R,2000-03-31,113,7.5,John Cusack,150311,Nick Hornby
313.0,2000,Pay It Forward,40000000.0,Warner Bros.,USA,Mimi Leder,Drama,33519628.0,PG-13,2000-10-20,123,7.2,Kevin Spacey,101554,Catherine Ryan Hyde
319.0,1987,Straight to Hell,1000000.0,Commies From Mars Corporation,UK,Alex Cox,Action,210200.0,R,1987-06-26,100,5.8,Sy Richardson,1924,Alex Cox
329.0,1999,Dogma,10000000.0,View Askew Productions,USA,Kevin Smith,Adventure,30651422.0,R,1999-11-12,130,7.4,Ben Affleck,189591,Kevin Smith
330.0,1998,Wild Things,20000000.0,Mandalay Entertainment,USA,John McNaughton,Crime,29753944.0,R,1998-03-20,108,6.5,Kevin Bacon,95388,Stephen Peters
331.0,1997,Chasing Amy,250000.0,Too Askew Prod. Inc.,USA,Kevin Smith,Comedy,12006514.0,R,1997-04-18,113,7.3,Ben Affleck,119658,Kevin Smith
334.0,2005,The Pacifier,56000000.0,Walt Disney Pictures,Canada,Adam Shankman,Action,113086868.0,PG,2005-03-04,95,5.6,Vin Diesel,72886,Thomas Lennon
348.0,1988,The Last Temptation of Christ,7000000.0,Universal Pictures,Canada,Martin Scorsese,Drama,7630564.0,R,2004-03-12,164,7.6,Willem Dafoe,42782,Nikos Kazantzakis
353.0,2002,Life or Something Like It,40000000.0,Regency Enterprises,USA,Stephen Herek,Comedy,14448589.0,PG-13,2002-04-26,103,5.8,Angelina Jolie,20540,John Scott Shepherd
357.0,2003,House of Sand and Fog,15000000.0,DreamWorks,USA,Vadim Perelman,Drama,13005485.0,R,2004-01-09,126,7.6,Jennifer Connelly,58778,Andre Dubus III
362.0,2000,The Flintstones in Viva Rock Vegas,83000000.0,Universal Pictures,USA,Brian Levant,Comedy,35268275.0,PG,2000-04-28,90,3.6,Mark Addy,16842,William Hanna
378.0,2003,Party Monster,5000000.0,World of Wonder,USA,Fenton Bailey,Biography,728253.0,R,2003-10-17,98,6.3,Macaulay Culkin,13310,Fenton Bailey
381.0,1991,Out for Justice,14000000.0,Arnold Kopelson Productions,USA,John Flynn,Action,39673161.0,R,1991-04-12,91,6.0,Steven Seagal,18164,R. Lance Hill
384.0,1986,Crossroads,0.0,Columbia Pictures Corporation,USA,Walter Hill,Drama,5839031.0,R,1986-03-14,99,7.1,Ralph Macchio,11415,John Fusco
385.0,2002,The Santa Clause 2,65000000.0,Walt Disney Pictures,USA,Michael Lembeck,Comedy,139236327.0,G,2002-11-01,104,5.6,Tim Allen,38234,Don Rhymer
386.0,1994,Princess Caraboo,0.0,Ardican Films,UK,Michael Austin,Comedy,3021629.0,PG,1994-09-16,97,6.0,Phoebe Cates,2187,Michael Austin
388.0,1990,Body Chemistry,0.0,Concorde-New Horizons,USA,Kristine Peterson,Drama,2415312.0,R,1990-03-09,84,4.4,Marc Singer,332,Jackson Barr
393.0,1998,The Replacement Killers,30000000.0,Columbia Pictures Corporation,USA,Antoine Fuqua,Action,18967571.0,R,1998-02-06,87,6.1,Yun-Fat Chow,24291,Ken Sanzel
405.0,1987,Wings of Desire,0.0,Road Movies Filmproduktion,West Germany,Wim Wenders,Drama,3210139.0,PG-13,1988-05-06,128,8.1,Bruno Ganz,51522,Wim Wenders
406.0,2005,Hostage,52000000.0,Miramax,USA,Florent-Emilio Siri,Action,34639939.0,R,2005-03-11,113,6.6,Bruce Willis,97552,Robert Crais
408.0,1990,Nightbreed,11000000.0,Morgan Creek Productions,USA,Clive Barker,Action,8862354.0,R,1990-02-16,102,6.5,Craig Sheffer,15692,Clive Barker
413.0,2002,Igby Goes Down,9000000.0,United Artists,USA,Burr Steers,Comedy,4681503.0,R,2002-10-04,98,7.0,Kieran Culkin,29911,Burr Steers
416.0,2003,Elephant,3000000.0,HBO Films,USA,Gus Van Sant,Crime,1227000.0,R,2003-11-14,81,7.2,Elias McConnell,75039,Gus Van Sant
424.0,1998,Happiness,3000000.0,Good Machine,USA,Todd Solondz,Comedy,2807390.0,UNRATED,1998-10-16,134,7.8,Jane Adams,58551,Todd Solondz
426.0,2001,Recess: School's Out,23000000.0,Disney Television Animation,USA,Chuck Sheetz,Animation,36696761.0,G,2001-02-16,82,6.6,Andrew Lawrence,7522,Paul Germain
427.0,1990,Graveyard Shift,10500000.0,Paramount Pictures,USA,Ralph S. Singleton,Horror,11582891.0,R,1990-10-26,89,4.8,David Andrews,7613,Stephen King
429.0,1997,Zeus and Roxanne,0.0,Metro-Goldwyn-Mayer (MGM),USA,George Miller,Adventure,7183046.0,PG,1997-01-24,98,5.3,Steve Guttenberg,2472,Tom Benedek
433.0,1993,Untamed Heart,7500000.0,Metro-Goldwyn-Mayer (MGM),USA,Tony Bill,Comedy,18899204.0,PG-13,1993-02-12,102,6.8,Christian Slater,10810,Tom Sierchio
442.0,1988,Mississippi Burning,15000000.0,Orion Pictures,USA,Alan Parker,Crime,34603943.0,R,1989-01-27,128,7.8,Gene Hackman,70539,Chris Gerolmo
445.0,1996,Michael Collins,28000000.0,Warner Bros.,UK,Neil Jordan,Biography,11092559.0,R,1996-10-25,133,7.1,Liam Neeson,25719,Neil Jordan
446.0,1995,The Underneath,6500000.0,Populist Pictures,USA,Steven Soderbergh,Crime,536023.0,R,1995-04-28,99,6.2,Peter Gallagher,2718,Don Tracy
453.0,1992,Simple Men,3000000.0,American Playhouse,Italy,Hal Hartley,Crime,141554.0,R,1992-11-06,105,7.2,Robert John Burke,3563,Hal Hartley
457.0,2004,Kill Bill: Vol. 2,30000000.0,Miramax,USA,Quentin Tarantino,Action,66208183.0,R,2004-04-16,137,8.0,Uma Thurman,555508,Quentin Tarantino
459.0,1996,Basquiat,3300000.0,Eleventh Street Production,USA,Julian Schnabel,Biography,2961991.0,R,1996-08-09,108,6.9,Jeffrey Wright,16846,Lech Majewski
473.0,1997,Princess Mononoke,0.0,DENTSU Music And Entertainment,Japan,Hayao Miyazaki,Animation,2375308.0,PG-13,1997-07-12,134,8.4,Yôji Matsuda,252409,Hayao Miyazaki
475.0,1993,Surf Ninjas,0.0,New Line Cinema,USA,Neal Israel,Action,4916135.0,PG,1993-08-20,100,5.0,Ernie Reyes Sr.,6673,Dan Gordon
482.0,2002,Frida,12000000.0,Handprint Entertainment,USA,Julie Taymor,Biography,25885000.0,R,2002-11-22,123,7.4,Salma Hayek,66915,Hayden Herrera
483.0,2001,Rush Hour 2,90000000.0,New Line Cinema,USA,Brett Ratner,Action,226164286.0,PG-13,2001-08-03,90,6.6,Jackie Chan,171603,Ross LaManna
489.0,1998,Return to Paradise,0.0,Polygram Filmed Entertainment,USA,Joseph Ruben,Drama,8288513.0,R,1998-08-14,111,6.9,Vince Vaughn,12128,Pierre Jolivet
505.0,1997,A Thousand Acres,0.0,Touchstone Pictures,USA,Jocelyn Moorhouse,Drama,7928412.0,R,1997-09-19,105,6.0,Michelle Pfeiffer,4550,Jane Smiley
516.0,2001,Monsoon Wedding,0.0,IFC Productions,India,Mira Nair,Comedy,13876974.0,R,2002-04-26,114,7.4,Naseeruddin Shah,20856,Sabrina Dhawan
517.0,2001,Two Can Play That Game,13000000.0,Screen Gems,USA,Mark Brown,Comedy,22235901.0,R,2001-09-07,90,6.1,Vivica A. Fox,4642,Mark Brown
524.0,1999,Mumford,28000000.0,Touchstone Pictures,USA,Lawrence Kasdan,Comedy,4554569.0,R,1999-09-24,112,6.9,Loren Dean,8298,Lawrence Kasdan
526.0,1994,Angie,0.0,Caravan Pictures,USA,Martha Coolidge,Comedy,9398308.0,R,1994-03-04,107,5.4,Geena Davis,1838,Avra Wing
528.0,2005,The Hitchhiker's Guide to the Galaxy,50000000.0,Touchstone Pictures,UK,Garth Jennings,Adventure,51085416.0,PG,2005-04-29,109,6.8,Martin Freeman,165212,Douglas Adams
530.0,1987,Return to Horror High,0.0,Balcor Film Investors,USA,Bill Froehlich,Comedy,1189709.0,R,1987-02-20,95,4.2,Lori Lethin,2337,Bill Froehlich
532.0,1988,Young Einstein,0.0,Warner Bros.,Australia,Yahoo Serious,Comedy,11536599.0,PG,1989-08-04,91,5.1,Yahoo Serious,7621,David Roach
533.0,1991,Drop Dead Fred,6788000.0,PolyGram Filmed Entertainment,USA,Ate de Jong,Comedy,43878334.0,PG-13,1991-05-24,103,5.8,Phoebe Cates,23181,Elizabeth Livingston
547.0,1992,Kuffs,0.0,Dino de Laurentiis Communications,USA,Bruce A. Evans,Action,21142815.0,PG-13,1992-01-10,102,5.8,Christian Slater,8420,Bruce A. Evans
548.0,1991,Hudson Hawk,65000000.0,TriStar Pictures,USA,Michael Lehmann,Action,17218080.0,R,1991-05-24,100,5.8,Bruce Willis,45642,Bruce Willis
550.0,1995,First Knight,55000000.0,Columbia Pictures Corporation,USA,Jerry Zucker,Action,37600435.0,PG-13,1995-07-07,134,5.9,Sean Connery,59052,Lorne Cameron
551.0,1994,The Santa Clause,22000000.0,Walt Disney Pictures,USA,John Pasquin,Comedy,144833357.0,PG,1994-11-11,97,6.4,Tim Allen,71963,Leo Benvenuti
552.0,1994,Radioland Murders,15000000.0,Universal Pictures,USA,Mel Smith,Comedy,1299060.0,PG,1994-10-21,108,6.2,Brian Benben,2920,George Lucas
557.0,1991,Liebestraum,0.0,Initial Entertainment Group (IEG),USA,Mike Figgis,Mystery,133645.0,R,1991-11,112,6.0,Kevin Anderson,1320,Mike Figgis
563.0,2001,Jimmy Neutron: Boy Genius,30000000.0,Paramount Pictures,USA,John A. Davis,Animation,80936232.0,G,2001-12-21,82,6.0,Debi Derryberry,25867,John A. Davis
564.0,1990,Predator 2,35000000.0,Davis Entertainment,USA,Stephen Hopkins,Action,30669413.0,R,1990-11-21,108,6.2,Danny Glover,117081,Jim Thomas
571.0,1999,American Beauty,15000000.0,DreamWorks,USA,Sam Mendes,Drama,130096601.0,R,1999-10-01,122,8.4,Kevin Spacey,899755,Alan Ball
585.0,1995,My Family,5500000.0,American Playhouse,USA,Gregory Nava,Drama,11079373.0,R,1995-05-03,128,7.3,Jimmy Smits,3222,Gregory Nava
599.0,1989,Sea of Love,19000000.0,Universal Pictures,USA,Harold Becker,Crime,58571513.0,R,1989-09-15,113,6.8,Al Pacino,32138,Richard Price
607.0,1994,Speed,30000000.0,The Mark Gordon Company,USA,Jan de Bont,Action,121248145.0,R,1994-06-10,116,7.2,Keanu Reeves,279357,Graham Yost
615.0,1999,An Ideal Husband,14000000.0,Arts Council of England,UK,Oliver Parker,Comedy,18535191.0,PG-13,1999-06-30,97,6.9,Rupert Everett,13547,Oscar Wilde
622.0,1991,Talkin' Dirty After Dark,0.0,New Line Cinema,USA,Topper Carew,Comedy,978775.0,R,1991-08-16,89,5.2,Martin Lawrence,425,Topper Carew
631.0,2005,Unleashed,45000000.0,EuropaCorp,France,Louis Leterrier,Action,24520892.0,R,2005-05-13,103,7.0,Jet Li,89513,Luc Besson
645.0,2004,Dear Frankie,0.0,Pathé Pictures International,UK,Shona Auerbach,Drama,1340891.0,PG-13,2005-04-15,105,7.8,Emily Mortimer,19530,Andrea Gibb
646.0,1987,Matewan,4000000.0,Cinecom Entertainment Group,USA,John Sayles,Drama,1680358.0,PG-13,1988-06-30,135,7.9,Chris Cooper,6198,John Sayles
652.0,1996,Marvin's Room,23000000.0,Scott Rudin Productions,USA,Jerry Zaks,Drama,12782508.0,PG-13,1997-02-28,98,6.7,Meryl Streep,21695,Scott McPherson
658.0,1991,Robin Hood: Prince of Thieves,48000000.0,Warner Bros.,USA,Kevin Reynolds,Action,165500000.0,PG-13,1991-06-14,143,6.9,Kevin Costner,154125,Pen Densham
660.0,2000,Saving Grace,10000000.0,Portman Entertainment Group,UK,Nigel Cole,Comedy,12115757.0,R,2000-09-01,93,6.9,Brenda Blethyn,16011,Mark Crowdy
662.0,1995,Rob Roy,28000000.0,United Artists,USA,Michael Caton-Jones,Adventure,31600000.0,R,1995-04-14,139,6.9,Liam Neeson,36234,Alan Sharp
674.0,1988,Hellbound: Hellraiser II,3000000.0,Film Futures,UK,Tony Randel,Horror,11090735.0,R,1988-12-23,97,6.5,Doug Bradley,33241,Clive Barker
676.0,1998,Mafia!,10000000.0,Tapestry Films,USA,Jim Abrahams,Comedy,19882538.0,PG-13,1998-07-24,87,5.5,Jay Mohr,13168,Jim Abrahams
680.0,2000,Better Than Sex,0.0,Better Than,Australia,Jonathan Teplitzky,Drama,94940.0,R,2002-05-10,95,6.4,David Wenham,2002,Jonathan Teplitzky
681.0,1986,Police Academy 3: Back in Training,0.0,Police Academy Productions,USA,Jerry Paris,Comedy,43579163.0,PG,1986-03-21,83,5.2,Steve Guttenberg,35443,Neal Israel
682.0,1998,The Mighty,0.0,Chaos Productions,USA,Peter Chelsom,Comedy,2643689.0,PG-13,1998-10-30,100,7.3,Kieran Culkin,11035,Rodman Philbrick
686.0,2000,Bedazzled,48000000.0,Twentieth Century Fox Film Corporation,USA,Harold Ramis,Comedy,37879996.0,PG-13,2000-10-20,93,6.0,Brendan Fraser,86122,Peter Cook
689.0,1998,One True Thing,30000000.0,Monarch Pictures,USA,Carl Franklin,Drama,23245840.0,R,1998-09-18,127,7.0,Meryl Streep,9970,Anna Quindlen
693.0,1996,The Quest,30000000.0,MDP Worldwide,USA,Jean-Claude Van Damme,Action,21600000.0,PG-13,1996-04-26,95,5.5,Jean-Claude Van Damme,20369,Frank Dux
696.0,1996,Last Man Standing,67000000.0,Lone Wolf,USA,Walter Hill,Action,17600000.0,R,1996-09-20,101,6.4,Bruce Willis,47034,Ryûzô Kikushima
11530.0,1996,Last Man Standing,67000000.0,Lone Wolf,USA,Walter Hill,Action,17600000.0,R,1996-09-20,101,6.4,Bruce Willis,47034,Ryûzô Kikushima
705.0,1989,Major League,11000000.0,Mirage Enterprises,USA,David S. Ward,Comedy,49797148.0,R,1989-04-07,107,7.2,Tom Berenger,52280,David S. Ward
706.0,1991,Mobsters,23000000.0,Universal Pictures,USA,Michael Karbelnikoff,Crime,20246790.0,R,1991-07-26,104,5.9,Christian Slater,7229,Michael Mahern
707.0,2003,The Return,0.0,Ren Film,Russia,Andrey Zvyagintsev,Drama,502028.0,UNRATED,2003-06-25,105,8.0,Vladimir Garin,34054,Vladimir Moiseenko
708.0,2000,The Perfect Storm,140000000.0,Warner Bros.,USA,Wolfgang Petersen,Action,182618434.0,PG-13,2000-06-30,130,6.4,George Clooney,139439,Sebastian Junger
719.0,1997,City of Industry,8000000.0,Largo Entertainment,USA,John Irvin,Crime,1495332.0,R,1997-03-14,97,6.2,Harvey Keitel,5078,Ken Solarz
723.0,1991,Curly Sue,25000000.0,Hughes Entertainment,USA,John Hughes,Comedy,33691313.0,PG,1991-10-25,101,5.7,Jim Belushi,17739,John Hughes
726.0,1990,The Haunting of Morella,0.0,Concorde-New Horizons,USA,Jim Wynorski,Horror,1547867.0,R,1990-02-09,82,3.9,Nicole Eggert,543,Edgar Allan Poe
731.0,1997,Mr. Magoo,30000000.0,Walt Disney Pictures,USA,Stanley Tong,Adventure,21382456.0,PG,1997-12-25,87,3.9,Leslie Nielsen,12708,Pat Proft
733.0,1988,Dead Ringers,13000000.0,Morgan Creek Productions,Canada,David Cronenberg,Drama,9134733.0,R,1988-09-23,116,7.3,Jeremy Irons,32130,David Cronenberg
734.0,1992,Indochine,0.0,Paradis Films,France,Régis Wargnier,Drama,5734232.0,PG-13,1992-12-23,148,7.1,Catherine Deneuve,7851,Erik Orsenna
740.0,1988,The House on Carroll Street,14000000.0,Orion Pictures,USA,Peter Yates,Thriller,459824.0,PG,1988-03-04,101,6.2,Kelly McGillis,1844,Walter Bernstein
746.0,2001,Domestic Disturbance,75000000.0,Paramount Pictures,USA,Harold Becker,Crime,45207112.0,PG-13,2001-11-02,89,5.5,John Travolta,22199,Lewis Colick
749.0,1990,Ernest Goes to Jail,0.0,Touchstone Pictures,USA,John R. Cherry III,Comedy,25029569.0,PG,1990-04-06,81,5.4,Jim Varney,7766,Charlie Cohen
755.0,1989,Music Box,0.0,Carolco Pictures,USA,Costa-Gavras,Crime,6263883.0,PG-13,1990-01-19,124,7.4,Jessica Lange,5638,Joe Eszterhas
758.0,2004,Mean Girls,17000000.0,Paramount Pictures,USA,Mark Waters,Comedy,86058055.0,PG-13,2004-04-30,97,7.0,Lindsay Lohan,270476,Rosalind Wiseman
761.0,2000,O Fantasma,0.0,Rosa Filmes,Portugal,João Pedro Rodrigues,Drama,125651.0,UNRATED,2000-10-20,87,5.7,Ricardo Meneses,2379,João Pedro Rodrigues
768.0,1995,The Star Maker,0.0,Cecchi Gori Group Tiger Cinematografica,Italy,Giuseppe Tornatore,Drama,116797.0,R,1996-03-08,113,7.4,Sergio Castellitto,4129,Giuseppe Tornatore
788.0,1994,Clerks,230000.0,View Askew Productions,USA,Kevin Smith,Comedy,3151130.0,R,1994-11-09,92,7.8,Brian O'Halloran,190615,Kevin Smith
794.0,1992,A Stranger Among Us,0.0,Hollywood Pictures,USA,Sidney Lumet,Crime,12282994.0,PG-13,1992-07-17,110,5.7,Melanie Griffith,2947,Robert J. Avrech
808.0,1998,Dead Man on Campus,14000000.0,Paramount Pictures,USA,Alan Cohn,Comedy,15062898.0,R,1998-08-21,96,6.1,Tom Everett Scott,12255,Anthony Abrams
811.0,1992,The Lawnmower Man,10000000.0,Allied Vision,UK,Brett Leonard,Horror,32101000.0,R,1992-03-06,108,5.4,Jeff Fahey,29522,Stephen King
819.0,1998,The Faculty,15000000.0,Dimension Films,USA,Robert Rodriguez,Horror,40064955.0,R,1998-12-25,104,6.4,Jordana Brewster,96886,David Wechter
831.0,1987,Mannequin,6000000.0,Gladden Entertainment,USA,Michael Gottlieb,Comedy,42721196.0,PG,1987-02-13,90,5.8,Andrew McCarthy,24626,Edward Rugoff
833.0,1996,White Squall,38000000.0,Hollywood Pictures,USA,Ridley Scott,Adventure,10300000.0,PG-13,1996-02-02,129,6.6,Jeff Bridges,18875,Charles Gieg Jr.
841.0,1994,There Goes My Baby,10500000.0,Nelson Entertainment,USA,Floyd Mutrux,Comedy,123509.0,R,1994-09-02,99,6.4,Dermot Mulroney,902,Floyd Mutrux
843.0,1999,Mansfield Park,0.0,Arts Council of England,UK,Patricia Rozema,Comedy,4764741.0,PG-13,1999-12-25,112,7.1,Frances O'Connor,18079,Jane Austen
846.0,2004,Enduring Love,0.0,Pathé Pictures International,UK,Roger Michell,Drama,358262.0,R,2004-11-26,100,6.4,Rhys Ifans,9152,Ian McEwan
849.0,1990,Mr. & Mrs. Bridge,0.0,Cineplex-Odeon Films,UK,James Ivory,Drama,7698010.0,PG-13,1991-01-18,126,6.7,Paul Newman,2427,Evan S. Connell
851.0,1990,Back to the Future Part III,40000000.0,Universal Pictures,USA,Robert Zemeckis,Adventure,87727583.0,PG,1990-05-25,118,7.4,Michael J. Fox,316774,Robert Zemeckis
852.0,1989,Disorganized Crime,0.0,Kouf/Bigelow Productions,USA,Jim Kouf,Action,7723506.0,R,1989-04-14,98,6.3,Hoyt Axton,1842,Jim Kouf
862.0,2002,Tuck Everlasting,15000000.0,Walt Disney Pictures,USA,Jay Russell,Drama,19158074.0,PG,2002-10-11,90,6.7,Alexis Bledel,18985,Natalie Babbitt
868.0,1996,La Promesse,0.0,Eurimages,Belgium,Jean-Pierre Dardenne,Drama,454720.0,NOT RATED,1997-05-16,100,7.9,Jérémie Renier,5849,Luc Dardenne
883.0,1992,Deep Cover,0.0,Image Organization,USA,Bill Duke,Action,16639799.0,R,1992-04-15,107,6.9,Laurence Fishburne,7163,Michael Tolkin
886.0,2004,Ray,40000000.0,Universal Pictures,USA,Taylor Hackford,Biography,75331600.0,PG-13,2004-10-29,152,7.7,Jamie Foxx,118242,Taylor Hackford
894.0,1999,The Muse,15000000.0,October Films,USA,Albert Brooks,Comedy,11614236.0,PG-13,1999-08-27,97,5.6,Albert Brooks,9648,Albert Brooks
896.0,1995,Dangerous Minds,23000000.0,Hollywood Pictures,USA,John N. Smith,Biography,84919401.0,R,1995-08-11,99,6.4,Michelle Pfeiffer,40880,LouAnne Johnson
900.0,1994,Eat Drink Man Woman,0.0,Ang Lee Productions,Taiwan,Ang Lee,Comedy,7294403.0,UNRATED,1994-08-03,124,7.8,Sihung Lung,14947,Ang Lee
903.0,2000,Hamlet,2000000.0,double A Films,USA,Michael Almereyda,Drama,1568749.0,R,2000-06-23,112,6.0,Ethan Hawke,8354,William Shakespeare
930.0,1987,Back to the Beach,0.0,Paramount Pictures,USA,Lyndall Hobbs,Comedy,13110903.0,PG,1987-08-07,92,5.8,Frankie Avalon,2332,James Komack
931.0,1998,Another Day in Paradise,4500000.0,Chinese Bookie Pictures,USA,Larry Clark,Crime,1025234.0,R,1999,101,6.5,James Woods,7508,Eddie Little
937.0,1998,Fallen,0.0,Turner Pictures (I),USA,Gregory Hoblit,Action,25188006.0,R,1998-01-16,124,7.0,Denzel Washington,62957,Nicholas Kazan
940.0,1997,Hercules,85000000.0,Walt Disney Pictures,USA,Ron Clements,Animation,99046791.0,G,1997-06-27,93,7.2,Tate Donovan,159637,Ron Clements
942.0,1994,The Pagemaster,27000000.0,Twentieth Century Fox Film Corporation,USA,Pixote Hunt,Animation,13670688.0,G,1994-11-23,80,6.0,Macaulay Culkin,17391,David Kirschner
949.0,1997,Henry Fool,0.0,Shooting Gallery,USA,Hal Hartley,Comedy,1338335.0,R,1998-06-19,137,7.3,Thomas Jay Ryan,6214,Shooting Gallery
954.0,2003,I Capture the Castle,8000000.0,British Broadcasting Corporation (BBC),UK,Tim Fywell,Drama,1174139.0,R,2003-08-08,113,7.1,Romola Garai,6060,Dodie Smith
956.0,1994,Blankman,0.0,Columbia Pictures Corporation,USA,Mike Binder,Comedy,7892208.0,PG-13,1994-08-19,92,4.8,Damon Wayans,7048,Damon Wayans
962.0,2002,I Spy,70000000.0,Columbia Pictures Corporation,USA,Betty Thomas,Action,33105600.0,PG-13,2002-11-01,97,5.4,Eddie Murphy,43883,Morton S. Fine
